trade_date,ticker,gold_open,gold_high,gold_low,gold_close,adj_close,gold_volume,usd_close,oil_close,usd_ret_lb,oil_ret_lb,usd_regime,oil_regime,resonance_regime,ret_3d,ret_5d,ret_10d,ma5,ma10,ma20,ma30,avg_volume_5d,avg_volume_20d,volume_ratio_1d_vs_20d,close_vs_ma10,close_vs_ma20,recent_20d_high,pullback_depth_from_high,trend_intact_flag,reclaim_short_ma_flag,new_high_breakout_flag,oversold_rank_5d,future_ret_3d,hold_max_drawdown_3d,hold_max_runup_3d,future_ret_5d,hold_max_drawdown_5d,hold_max_runup_5d,future_ret_10d,hold_max_drawdown_10d,hold_max_runup_10d,future_ret_15d,hold_max_drawdown_15d,hold_max_runup_15d,future_ret_20d,hold_max_drawdown_20d,hold_max_runup_20d,future_ret_30d,hold_max_drawdown_30d,hold_max_runup_30d,is_trend_continuation,is_pullback_repair,is_mean_reversion,structure_name,ret_5d_bucket,ma20_gap_bucket,volume_bucket,high_volatility_shock_flag,downtrend_break_flag,failure_risk_flag,broad_event_flag,gold_low_path_15d,gold_high_path_15d,gold_close_path_15d,ma5_path_15d,ma10_path_15d
2016-05-24,GC=F,1240.0,1240.0,1228.199951171875,1228.9000244140625,1228.9000244140625,20,95.56999969482422,48.61000061035156,0.010787907034842226,-0.013595742401413924,usd_strong,oil_weak,usd_up_oil_down,-0.020172163724112124,-0.037063100272319516,-0.027692063710676673,1252.0599853515625,1262.6699951171875,1269.1549926757812,1259.5533243815105,41.2,191.6,0.10438413361169102,-0.026744890457297,-0.03171792924743444,1304.4000244140625,-0.057881017009268065,0,0,0,0.03324313877077696,-0.012287391395518266,-0.018309056516398026,0.0030107828939454073,-0.01383350936794514,-0.024330721637277897,0.0030107828939454073,0.025144457482451088,-0.024330721637277897,0.02856210829898309,0.046301589456955394,-0.024330721637277897,0.05476436278036623,0.03181705167967608,-0.024330721637277897,0.07120188645265912,0.1067621031535344,-0.024330721637277897,0.11880543339529392,0,0,1,mean_reversion,ret5_moderate,ma20_gap_moderate,vol_cold,0,0,0,1,1218.599976|1199.000000|1261.300049|1249.800049|1248.900024|1253.000000|1222.500000|1223.000000|1177.000000|1167.900024|1123.900024|1126.900024|1126.500000|1130.000000|1202.300049,1223.500000|1217.599976|1274.000000|1265.300049|1263.599976|1258.900024|1226.000000|1229.300049|1189.300049|1193.300049|1143.300049|1140.900024|1133.500000|1136.099976|1205.599976,1223.500000|1214.800049|1265.199951|1249.800049|1248.900024|1253.000000|1224.000000|1223.400024|1178.199951|1170.800049|1127.800049|1135.300049|1131.500000|1131.099976|1202.400024,1242.019995|1220.220020|1295.100000|1280.720020|1267.840015|1256.640015|1251.339990|1241.339990|1199.279980|1183.319995|1153.740015|1148.920020|1139.280029|1133.240015|1215.200000,1257.559998|1240.869995|1313.809998|1304.750000|1295.920007|1287.250012|1273.360010|1267.060010|1214.699988|1198.559998|1163.020007|1159.040015|1152.080017|1147.690015|1232.370007
2016-05-25,GC=F,1219.300048828125,1223.5,1218.5999755859375,1223.5,1223.5,5,95.3499984741211,49.7400016784668,0.002839678564017678,0.01655428915264756,usd_strong,oil_strong,usd_up_oil_up,-0.023075713710228873,-0.03941269772813305,-0.04009099055760357,1242.0199951171876,1257.5599975585938,1267.8699951171875,1258.7766560872396,38.8,164.5,0.030395136778115502,-0.027084192901107862,-0.0349956977356235,1304.4000244140625,-0.06202087005510659,0,0,0,0.028604561267877852,-0.007110707945954253,-0.020024519820187936,0.007437658836074723,-0.011197344643951723,-0.020024519820187936,0.007437658836074723,0.03816914685073569,-0.020024519820187936,0.03914999952109732,0.0593379449006437,-0.020024519820187936,0.07592972980307522,0.030813200794340023,-0.020024519820187936,0.07592972980307522,0.10878624894641398,-0.020024519820187936,0.1237433791696465,0,0,1,mean_reversion,ret5_moderate,ma20_gap_moderate,vol_cold,0,0,0,1,1199.000000|1261.300049|1249.800049|1248.900024|1253.000000|1222.500000|1223.000000|1177.000000|1167.900024|1123.900024|1126.900024|1126.500000|1130.000000|1202.300049|1196.199951,1217.599976|1274.000000|1265.300049|1263.599976|1258.900024|1226.000000|1229.300049|1189.300049|1193.300049|1143.300049|1140.900024|1133.500000|1136.099976|1205.599976|1203.300049,1214.800049|1265.199951|1249.800049|1248.900024|1253.000000|1224.000000|1223.400024|1178.199951|1170.800049|1127.800049|1135.300049|1131.500000|1131.099976|1202.400024|1200.699951,1220.220020|1295.100000|1280.720020|1267.840015|1256.640015|1251.339990|1241.339990|1199.279980|1183.319995|1153.740015|1148.920020|1139.280029|1133.240015|1215.200000|1210.239990,1240.869995|1313.809998|1304.750000|1295.920007|1287.250012|1273.360010|1267.060010|1214.699988|1198.559998|1163.020007|1159.040015|1152.080017|1147.690015|1232.370007|1226.750000
2016-05-31,GC=F,1212.5,1217.5999755859375,1199.0,1214.800048828125,1214.800048828125,6432,95.88999938964844,49.689998626708984,0.0069305471957308296,0.027714585209451803,usd_strong,oil_strong,usd_up_oil_up,-0.007110707945954253,-0.02901440929276,-0.04601851300646975,1220.22001953125,1240.8699951171875,1257.8350036621093,1257.3433268229167,53994.8,13584.8,0.47347034921382725,-0.021009409842809856,-0.0342135134645567,1304.4000244140625,-0.06869056570754506,0,0,0,0.060688055662930035,0.020826412364914226,-0.00773791902883969,0.02444842770670408,0.024366129730148955,-0.00773791902883969,0.02675337396582389,0.05828113591706785,-0.00773791902883969,0.061656156843262755,0.045851126879363324,-0.00773791902883969,0.0836351428236668,0.08272966410970173,-0.00773791902883969,0.11590378753576536,0.10503784199632582,-0.00773791902883969,0.1317912159621497,0,0,1,mean_reversion,ret5_moderate,ma20_gap_moderate,vol_cold,0,0,0,1,1261.300049|1249.800049|1248.900024|1253.000000|1222.500000|1223.000000|1177.000000|1167.900024|1123.900024|1126.900024|1126.500000|1130.000000|1202.300049|1196.199951|1224.199951,1274.000000|1265.300049|1263.599976|1258.900024|1226.000000|1229.300049|1189.300049|1193.300049|1143.300049|1140.900024|1133.500000|1136.099976|1205.599976|1203.300049|1239.800049,1265.199951|1249.800049|1248.900024|1253.000000|1224.000000|1223.400024|1178.199951|1170.800049|1127.800049|1135.300049|1131.500000|1131.099976|1202.400024|1200.699951|1226.500000,1295.100000|1280.720020|1267.840015|1256.640015|1251.339990|1241.339990|1199.279980|1183.319995|1153.740015|1148.920020|1139.280029|1133.240015|1215.200000|1210.239990|1249.480005,1313.809998|1304.750000|1295.920007|1287.250012|1273.360010|1267.060010|1214.699988|1198.559998|1163.020007|1159.040015|1152.080017|1147.690015|1232.370007|1226.750000|1260.200000
2016-11-15,GC=F,1224.300048828125,1226.0,1222.5,1224.0,1224.0,20,100.19000244140625,46.95000076293945,0.024647204870078765,0.01733476079327856,usd_strong,oil_strong,usd_up_oil_up,-0.03818951478728483,-0.04247832805600238,-0.03735745182854899,1251.339990234375,1273.360009765625,1270.3700134277344,1267.1066772460938,91.4,143.05,0.13981125480601186,-0.038763593474802294,-0.03650118700662497,1318.5999755859375,-0.07174274028323169,0,0,0,0.02396598376497874,-0.012663398692810413,-0.013725530088337434,0.0043301052517361605,-0.0106209150326797,-0.013725530088337434,0.0043301052517361605,-0.043464012395322715,-0.04583331338720387,0.0043301052517361605,-0.04003267973856206,-0.054738562091503296,0.0043301052517361605,-0.05122545030381942,-0.06699346405228757,0.0043301052517361605,-0.05522873822380514,-0.0817810258055045,0.0043301052517361605,0,0,1,mean_reversion,ret5_moderate,ma20_gap_moderate,vol_cold,0,0,0,1,1223.000000|1177.000000|1167.900024|1123.900024|1126.900024|1126.500000|1130.000000|1202.300049|1196.199951|1224.199951|1224.800049|1224.000000|1214.000000|1217.300049|1217.900024,1229.300049|1189.300049|1193.300049|1143.300049|1140.900024|1133.500000|1136.099976|1205.599976|1203.300049|1239.800049|1233.699951|1234.000000|1226.199951|1220.199951|1236.000000,1223.400024|1178.199951|1170.800049|1127.800049|1135.300049|1131.500000|1131.099976|1202.400024|1200.699951|1226.500000|1224.800049|1225.300049|1214.300049|1217.300049|1217.900024,1241.339990|1199.279980|1183.319995|1153.740015|1148.920020|1139.280029|1133.240015|1215.200000|1210.239990|1249.480005|1241.220020|1235.620020|1227.460034|1221.640039|1239.439990,1267.060010|1214.699988|1198.559998|1163.020007|1159.040015|1152.080017|1147.690015|1232.370007|1226.750000|1260.200000|1253.940002|1248.890002|1243.760010|1239.280017|1243.169995
2016-11-16,GC=F,1229.300048828125,1229.300048828125,1223.0,1223.4000244140625,1223.4000244140625,66,100.41000366210938,46.630001068115234,0.026057664376185175,0.012814946586782394,usd_strong,oil_strong,usd_up_oil_up,-0.03326746391618929,-0.03926495919693951,-0.04897387966755962,1241.339990234375,1267.060009765625,1268.5000122070312,1264.2533447265625,94.6,145.8,0.4526748971193415,-0.034457709196929365,-0.035553793739820594,1318.5999755859375,-0.07219774983658078,0,0,0,0.028991109393119444,-0.011280078921638403,-0.013241844792300395,0.001307810653922381,-0.028036658610132603,-0.02991660524403439,0.001307810653922381,-0.04618276840975233,-0.051822807870571586,0.001307810653922381,-0.04381230547351733,-0.054274990264009726,0.001307810653922381,-0.07814285898165185,-0.08133071604903286,0.001307810653922381,-0.05999674918203213,-0.08133071604903286,0.001307810653922381,0,0,1,mean_reversion,ret5_moderate,ma20_gap_moderate,vol_cold,0,0,0,1,1177.000000|1167.900024|1123.900024|1126.900024|1126.500000|1130.000000|1202.300049|1196.199951|1224.199951|1224.800049|1224.000000|1214.000000|1217.300049|1217.900024|1217.099976,1189.300049|1193.300049|1143.300049|1140.900024|1133.500000|1136.099976|1205.599976|1203.300049|1239.800049|1233.699951|1234.000000|1226.199951|1220.199951|1236.000000|1225.000000,1178.199951|1170.800049|1127.800049|1135.300049|1131.500000|1131.099976|1202.400024|1200.699951|1226.500000|1224.800049|1225.300049|1214.300049|1217.300049|1217.900024|1220.400024,1199.279980|1183.319995|1153.740015|1148.920020|1139.280029|1133.240015|1215.200000|1210.239990|1249.480005|1241.220020|1235.620020|1227.460034|1221.640039|1239.439990|1234.239990,1214.699988|1198.559998|1163.020007|1159.040015|1152.080017|1147.690015|1232.370007|1226.750000|1260.200000|1253.940002|1248.890002|1243.760010|1239.280017|1243.169995|1241.109998
2017-05-04,GC=F,1239.800048828125,1239.800048828125,1224.199951171875,1226.5,1226.5,72,98.76000213623047,48.380001068115234,-0.0032297102231574337,-0.05948673484226963,usd_weak,oil_weak,usd_down_oil_down,-0.021383585561321805,-0.029437328961972486,-0.04321711783989168,1249.4800048828124,1260.2,1266.7250061035156,1261.240010579427,95.2,333.25,0.21605401350337583,-0.026741787017933727,-0.03175512120602164,1294.800048828125,-0.05274949509767224,0,0,0,0.05991495941244685,-0.009946963858030955,-0.01019160211985326,0.006114961271912023,-0.0030982868553811604,-0.01019160211985326,0.006114961271912023,0.020546230062678417,-0.01019160211985326,0.027313493681206724,0.023889155179881882,-0.01019160211985326,0.028617998847074944,0.041011046741235235,-0.01019160211985326,0.042804728903383715,0.022421524663677195,-0.01019160211985326,0.056013005439767616,0,0,1,mean_reversion,ret5_moderate,ma20_gap_moderate,vol_cold,0,0,0,1,1224.800049|1224.000000|1214.000000|1217.300049|1217.900024|1217.099976|1208.599976|1270.400024|1239.800049|1174.599976|1161.400024|1174.699951|1463.500000|1513.800049|1452.099976,1233.699951|1234.000000|1226.199951|1220.199951|1236.000000|1225.000000|1220.400024|1276.099976|1249.900024|1188.099976|1180.199951|1181.199951|1495.900024|1589.800049|1569.099976,1224.800049|1225.300049|1214.300049|1217.300049|1217.900024|1220.400024|1208.599976|1272.699951|1239.800049|1177.500000|1176.199951|1176.500000|1465.699951|1515.699951|1485.900024,1241.220020|1235.620020|1227.460034|1221.640039|1239.439990|1234.239990|1221.959985|1284.019995|1249.660034|1196.960010|1189.819995|1182.900000|1501.799976|1616.000000|1578.280005,1253.940002|1248.890002|1243.760010|1239.280017|1243.169995|1241.109998|1235.089990|1292.900000|1259.530005|1204.039990|1200.599988|1196.829993|1505.099988|1629.270007|1618.630005
2017-05-05,GC=F,1227.0,1233.699951171875,1224.800048828125,1224.800048828125,1224.800048828125,16,98.6500015258789,49.099998474121094,-0.004038379743107057,-0.05084092579525157,usd_weak,oil_weak,usd_down_oil_down,-0.024141444783047805,-0.03261979903182555,-0.048625116046916994,1241.22001953125,1253.9400024414062,1265.4500061035155,1260.5033447265625,81.4,325.6,0.04914004914004914,-0.023238714417393225,-0.03212292629446267,1294.800048828125,-0.05406240142124985,0,0,0,0.047545419404715884,-0.00612344848220403,-0.008817805680574886,0.007511390271969232,0.0011429639842759354,-0.008817805680574886,0.007511390271969232,0.02277914862139685,-0.008817805680574886,0.028739345010276418,0.034944419539142624,-0.008817805680574886,0.034944419539142624,0.04449705897068257,-0.008817805680574886,0.04670146055807489,0.015839240341565697,-0.008817805680574886,0.05747869002055306,0,0,1,mean_reversion,ret5_moderate,ma20_gap_moderate,vol_cold,0,0,0,1,1224.000000|1214.000000|1217.300049|1217.900024|1217.099976|1208.599976|1270.400024|1239.800049|1174.599976|1161.400024|1174.699951|1463.500000|1513.800049|1452.099976|1469.300049,1234.000000|1226.199951|1220.199951|1236.000000|1225.000000|1220.400024|1276.099976|1249.900024|1188.099976|1180.199951|1181.199951|1495.900024|1589.800049|1569.099976|1537.699951,1225.300049|1214.300049|1217.300049|1217.900024|1220.400024|1208.599976|1272.699951|1239.800049|1177.500000|1176.199951|1176.500000|1465.699951|1515.699951|1485.900024|1524.900024,1235.620020|1227.460034|1221.640039|1239.439990|1234.239990|1221.959985|1284.019995|1249.660034|1196.960010|1189.819995|1182.900000|1501.799976|1616.000000|1578.280005|1551.440015,1248.890002|1243.760010|1239.280017|1243.169995|1241.109998|1235.089990|1292.900000|1259.530005|1204.039990|1200.599988|1196.829993|1505.099988|1629.270007|1618.630005|1606.910010
2017-05-09,GC=F,1226.0999755859375,1226.199951171875,1214.0,1214.300048828125,1214.300048828125,55,99.58999633789062,48.72999954223633,0.006162790061315038,-0.034284573397241225,usd_strong,oil_weak,usd_up_oil_down,-0.009946963858030955,-0.03250731220735248,-0.0405340769179946,1227.4600341796875,1243.760009765625,1262.160009765625,1258.3700154622395,76.2,299.15,0.18385425371887015,-0.023686210125899998,-0.03791909153134032,1294.800048828125,-0.06217176163443727,0,0,0,0.04870506378044066,0.009799803891331615,0.002470559070548717,0.012517459079857574,0.017046817375863332,0.002470559070548717,0.018940952874206385,0.03335254745240679,0.002470559070548717,0.03895242102926688,0.047517045912630174,0.002470559070548717,0.04850522932992729,0.06242273219947925,0.002470559070548717,0.06662266251395077,0.023964402878860813,0.002470559070548717,0.06662266251395077,0,0,1,mean_reversion,ret5_moderate,ma20_gap_moderate,vol_cold,0,0,0,1,1217.300049|1217.900024|1217.099976|1208.599976|1270.400024|1239.800049|1174.599976|1161.400024|1174.699951|1463.500000|1513.800049|1452.099976|1469.300049|1477.300049|1471.000000,1220.199951|1236.000000|1225.000000|1220.400024|1276.099976|1249.900024|1188.099976|1180.199951|1181.199951|1495.900024|1589.800049|1569.099976|1537.699951|1542.000000|1491.599976,1217.300049|1217.900024|1220.400024|1208.599976|1272.699951|1239.800049|1177.500000|1176.199951|1176.500000|1465.699951|1515.699951|1485.900024|1524.900024|1477.300049|1478.599976,1221.640039|1239.439990|1234.239990|1221.959985|1284.019995|1249.660034|1196.960010|1189.819995|1182.900000|1501.799976|1616.000000|1578.280005|1551.440015|1518.620020|1496.480005,1239.280017|1243.169995|1241.109998|1235.089990|1292.900000|1259.530005|1204.039990|1200.599988|1196.829993|1505.099988|1629.270007|1618.630005|1606.910010|1590.530017|1571.750012
2017-10-02,GC=F,1275.0,1276.0999755859375,1270.4000244140625,1272.699951171875,1272.699951171875,136,93.55999755859375,56.119998931884766,0.009821867433652098,-0.04913591161277997,usd_strong,oil_weak,usd_up_oil_down,-0.008337286145114864,-0.026094349848570397,-0.02572157727957869,1284.0199951171876,1292.9,1311.35,1308.0799967447917,5076.2,1331.55,0.1021366077128159,-0.015623829242884302,-0.02947348063303079,1355.800048828125,-0.0612922958131451,0,0,0,0.07924236567452649,-0.002199989679605441,-0.004007209697180825,0.00636449907049319,0.007150230223448073,-0.009585881700271526,0.008878800394169994,0.02137194490904326,-0.009585881700271526,0.02443631558845727,0.003928655764774858,-0.009585881700271526,0.02443631558845727,0.0011000427970264681,-0.009585881700271526,0.02443631558845727,0.0036144400351507677,-0.009585881700271526,0.02443631558845727,0,0,1,mean_reversion,ret5_moderate,ma20_gap_moderate,vol_cold,0,0,0,1,1239.800049|1174.599976|1161.400024|1174.699951|1463.500000|1513.800049|1452.099976|1469.300049|1477.300049|1471.000000|1483.500000|1668.599976|1911.800049|1859.900024|1851.500000,1249.900024|1188.099976|1180.199951|1181.199951|1495.900024|1589.800049|1569.099976|1537.699951|1542.000000|1491.599976|1484.000000|1711.800049|1928.500000|1875.500000|1868.300049,1239.800049|1177.500000|1176.199951|1176.500000|1465.699951|1515.699951|1485.900024|1524.900024|1477.300049|1478.599976|1484.000000|1676.199951|1911.800049|1859.900024|1868.300049,1249.660034|1196.960010|1189.819995|1182.900000|1501.799976|1616.000000|1578.280005|1551.440015|1518.620020|1496.480005|1490.140015|1711.180005|1933.319995|1910.359985|1896.019995,1259.530005|1204.039990|1200.599988|1196.829993|1505.099988|1629.270007|1618.630005|1606.910010|1590.530017|1571.750012|1553.070007|1715.580017|1947.959998|1931.339990|1922.750000
2020-03-13,GC=F,1574.9000244140625,1589.800048828125,1513.800048828125,1515.699951171875,1515.699951171875,89,98.75,33.849998474121094,0.02918189828883677,-0.25226423388922414,usd_strong,oil_weak,usd_up_oil_down,-0.08643241909723887,-0.09282983787619292,-0.030944329115490832,1616.0,1629.2700073242188,1625.375,1606.4099975585937,120.2,360.65,0.24677665326493833,-0.0697060988306426,-0.0674767661789587,1701.5999755859375,-0.10925013345163503,0,0,0,0.002705836876691148,-0.025334765178332885,-0.04196079543102493,0.03523126353126549,-0.020914397435565002,-0.04196079543102493,0.03523126353126549,0.07138620883277835,-0.04196079543102493,0.11202748188837952,0.07785182015000225,-0.04196079543102493,0.11202748188837952,0.151151352534596,-0.04196079543102493,0.15906848678713859,0.12944519335142424,-0.04196079543102493,0.1710761081885932,0,0,1,mean_reversion,ret5_extreme,ma20_gap_deep,vol_cold,0,0,0,1,1452.099976|1469.300049|1477.300049|1471.000000|1483.500000|1668.599976|1911.800049|1859.900024|1851.500000|1856.300049|1762.300049|1782.800049|1768.800049|1766.000000|1764.300049,1569.099976|1537.699951|1542.000000|1491.599976|1484.000000|1711.800049|1928.500000|1875.500000|1868.300049|1857.699951|1787.199951|1832.199951|1789.699951|1784.599976|1787.599976,1485.900024|1524.900024|1477.300049|1478.599976|1484.000000|1676.199951|1911.800049|1859.900024|1868.300049|1857.699951|1775.699951|1788.900024|1771.099976|1773.400024|1775.800049,1578.280005|1551.440015|1518.620020|1496.480005|1490.140015|1711.180005|1933.319995|1910.359985|1896.019995|1877.139990|1801.180005|1831.940015|1811.079980|1797.639990|1787.819995,1618.630005|1606.910010|1590.530017|1571.750012|1553.070007|1715.580017|1947.959998|1931.339990|1922.750000|1914.739990|1838.490002|1840.380005|1815.459998|1809.580005|1808.270007
