date,equity,drawdown,position_flag
2016-03-30,1004334.0888577928,0.0,1
2016-03-31,999802.9618011743,-0.004511573496197463,1
2016-04-01,1000985.0031150354,-0.003334633146392818,0
2016-04-05,1000985.0031150354,-0.003334633146392818,0
2016-04-06,1000985.0031150354,-0.003334633146392818,0
2016-04-07,1000985.0031150354,-0.003334633146392818,0
2016-04-08,1000985.0031150354,-0.003334633146392818,0
2016-04-11,1000985.0031150354,-0.003334633146392818,0
2016-04-12,1000985.0031150354,-0.003334633146392818,0
2016-04-13,1000985.0031150354,-0.003334633146392818,0
2016-04-14,1000985.0031150354,-0.003334633146392818,0
2016-04-15,1000985.0031150354,-0.003334633146392818,0
2016-04-18,1000985.0031150354,-0.003334633146392818,0
2016-04-19,1000985.0031150354,-0.003334633146392818,0
2016-04-20,1000985.0031150354,-0.003334633146392818,0
2016-04-21,1000985.0031150354,-0.003334633146392818,0
2016-04-22,1000985.0031150354,-0.003334633146392818,0
2016-04-25,1000985.0031150354,-0.003334633146392818,0
2016-04-26,1000985.0031150354,-0.003334633146392818,0
2016-04-27,1000985.0031150354,-0.003334633146392818,0
2016-04-28,1000985.0031150354,-0.003334633146392818,0
2016-04-29,1000985.0031150354,-0.003334633146392818,0
2016-05-03,1000985.0031150354,-0.003334633146392818,0
2016-05-04,1000985.0031150354,-0.003334633146392818,0
2016-05-05,1000985.0031150354,-0.003334633146392818,0
2016-05-06,1000985.0031150354,-0.003334633146392818,0
2016-05-09,1000985.0031150354,-0.003334633146392818,0
2016-05-10,1000985.0031150354,-0.003334633146392818,0
2016-05-11,1000985.0031150354,-0.003334633146392818,0
2016-05-12,1000985.0031150354,-0.003334633146392818,0
2016-05-13,1000985.0031150354,-0.003334633146392818,0
2016-05-16,1000985.0031150354,-0.003334633146392818,0
2016-05-17,1000985.0031150354,-0.003334633146392818,0
2016-05-18,1000985.0031150354,-0.003334633146392818,0
2016-05-19,1000985.0031150354,-0.003334633146392818,0
2016-05-20,1000985.0031150354,-0.003334633146392818,0
2016-05-23,1000985.0031150354,-0.003334633146392818,0
2016-05-24,1000985.0031150354,-0.003334633146392818,0
2016-05-25,998656.2120989143,-0.0056533745313134265,1
2016-05-26,1000985.0031150354,-0.003334633146392818,1
2016-05-27,997879.9638497396,-0.006426272969976887,1
2016-05-30,992640.2303320641,-0.011643395017118086,1
2016-05-31,996521.5178465346,-0.007778856754870556,1
2016-06-01,996327.46735139,-0.00797206984730403,0
2016-06-02,996327.46735139,-0.00797206984730403,0
2016-06-03,996327.46735139,-0.00797206984730403,0
2016-06-06,996327.46735139,-0.00797206984730403,0
2016-06-07,996327.46735139,-0.00797206984730403,0
2016-06-08,996327.46735139,-0.00797206984730403,0
2016-06-13,996327.46735139,-0.00797206984730403,0
2016-06-14,996327.46735139,-0.00797206984730403,0
2016-06-15,996327.46735139,-0.00797206984730403,0
2016-06-16,996327.46735139,-0.00797206984730403,0
2016-06-17,996327.46735139,-0.00797206984730403,0
2016-06-20,996327.46735139,-0.00797206984730403,0
2016-06-21,996327.46735139,-0.00797206984730403,0
2016-06-22,996327.46735139,-0.00797206984730403,0
2016-06-23,996327.46735139,-0.00797206984730403,0
2016-06-24,996327.46735139,-0.00797206984730403,0
2016-06-27,996327.46735139,-0.00797206984730403,0
2016-06-28,996327.46735139,-0.00797206984730403,0
2016-06-29,996327.46735139,-0.00797206984730403,0
2016-06-30,996327.46735139,-0.00797206984730403,0
2016-07-01,996327.46735139,-0.00797206984730403,0
2016-07-04,996327.46735139,-0.00797206984730403,0
2016-07-05,996327.46735139,-0.00797206984730403,0
2016-07-06,996327.46735139,-0.00797206984730403,0
2016-07-07,996327.46735139,-0.00797206984730403,0
2016-07-08,996327.46735139,-0.00797206984730403,0
2016-07-11,996327.46735139,-0.00797206984730403,0
2016-07-12,996327.46735139,-0.00797206984730403,0
2016-07-13,996327.46735139,-0.00797206984730403,0
2016-07-14,996327.46735139,-0.00797206984730403,0
2016-07-15,996327.46735139,-0.00797206984730403,0
2016-07-18,996327.46735139,-0.00797206984730403,0
2016-07-19,996327.46735139,-0.00797206984730403,0
2016-07-20,996327.46735139,-0.00797206984730403,0
2016-07-21,996327.46735139,-0.00797206984730403,0
2016-07-22,996327.46735139,-0.00797206984730403,0
2016-07-25,996327.46735139,-0.00797206984730403,0
2016-07-26,996327.46735139,-0.00797206984730403,0
2016-07-27,996327.46735139,-0.00797206984730403,0
2016-07-28,996327.46735139,-0.00797206984730403,0
2016-07-29,996327.46735139,-0.00797206984730403,0
2016-08-01,996327.46735139,-0.00797206984730403,0
2016-08-02,996327.46735139,-0.00797206984730403,0
2016-08-03,996327.46735139,-0.00797206984730403,0
2016-08-04,996327.46735139,-0.00797206984730403,0
2016-08-05,996327.46735139,-0.00797206984730403,0
2016-08-08,996327.46735139,-0.00797206984730403,0
2016-08-09,996327.46735139,-0.00797206984730403,0
2016-08-10,996327.46735139,-0.00797206984730403,0
2016-08-11,996327.46735139,-0.00797206984730403,0
2016-08-12,996327.46735139,-0.00797206984730403,0
2016-08-15,996327.46735139,-0.00797206984730403,0
2016-08-16,996327.46735139,-0.00797206984730403,0
2016-08-17,996327.46735139,-0.00797206984730403,0
2016-08-18,996327.46735139,-0.00797206984730403,0
2016-08-19,996327.46735139,-0.00797206984730403,0
2016-08-22,996327.46735139,-0.00797206984730403,0
2016-08-23,996327.46735139,-0.00797206984730403,0
2016-08-24,996327.46735139,-0.00797206984730403,0
2016-08-25,996327.46735139,-0.00797206984730403,0
2016-08-26,1013032.7490263018,0.0,1
2016-08-29,1009152.792743802,-0.003830040328142492,1
2016-08-30,1014002.7380969267,0.0,1
2016-08-31,1009476.0967382549,-0.004464131297285623,1
2016-09-01,1003332.9354073184,-0.010522459445852506,1
2016-09-02,1005596.2175430212,-0.00829043180857958,1
2016-09-05,1014002.7380969267,0.0,1
2016-09-06,1015619.3351564575,0.0,1
2016-09-07,1028552.4199817687,0.0,1
2016-09-08,1027582.4309111438,-0.0009430623581072606,1
2016-09-09,1022085.8775691133,-0.0062870324224895136,1
2016-09-12,1017236.0093032547,-0.011002269265687592,1
2016-09-13,1018205.9983738795,-0.010059206907580442,1
2016-09-14,1013356.0530207548,-0.014774518698116745,1
2016-09-19,1008506.1847548961,-0.019489755541314935,1
2016-09-20,1010122.7818144269,-0.017918034909361724,1
2016-09-21,1009249.8123102518,-0.018766770945771616,1
2016-09-22,1011383.7574307201,-0.016692063736870932,1
2016-09-23,1011771.7453502435,-0.016314846288361884,1
2016-09-26,1011674.7541519076,-0.0164091450294388,1
2016-09-27,1011480.7717552359,-0.016597742511592628,1
2016-09-28,1009637.8002297751,-0.018389553497262567,1
2016-09-29,1008958.8155890643,-0.01904968965320386,1
2016-09-30,1009443.7817562629,-0.018578186054770573,0
2016-10-10,1009443.7817562629,-0.018578186054770573,0
2016-10-11,1009443.7817562629,-0.018578186054770573,0
2016-10-12,1009071.1383779381,-0.01894048492363276,1
2016-10-13,1011120.565907533,-0.016947949113322425,1
2016-10-14,1009257.4378568622,-0.018759357082887895,1
2016-10-17,1010747.9669496849,-0.017310204794811934,1
2016-10-18,1012238.4516220309,-0.01586109569410854,1
2016-10-19,1012052.1521431068,-0.016042223534853406,1
2016-10-20,1015964.7077233727,-0.012238279754977488,1
2016-10-21,1013915.2801937778,-0.014230815565287713,1
2016-10-24,1015778.4082444487,-0.012419407595722132,1
2016-10-25,1017268.8929167946,-0.01097029849501896,1
2016-10-26,1020249.9066819635,-0.008072037106239494,1
2016-10-27,1018200.4791523684,-0.01006457291654983,1
2016-10-28,1018386.7786312925,-0.009883445075805075,1
2016-10-31,1020995.1490181366,-0.0073474825558876855,1
2016-11-01,1022671.9775898833,-0.005717202427067081,1
2016-11-02,1027329.8199267988,-0.0011886609094668987,1
2016-11-03,1026547.2949870932,-0.0019494631053524891,1
2016-11-04,1025429.4181566907,-0.0030363078870918603,1
2016-11-07,1025317.6251431932,-0.00314499754775055,1
2016-11-08,1024870.4797414893,-0.003579730277961657,1
2016-11-09,1029174.3042059247,0.0,1
2016-11-10,1026211.9292727438,-0.0028783996268413325,1
2016-11-11,1024311.5418237975,-0.004724916238439514,0
2016-11-14,1024311.5418237975,-0.004724916238439514,0
2016-11-15,1024500.5154928152,-0.004541299461140014,1
2016-11-16,1026768.3797534253,-0.0023377230102492597,1
2016-11-17,1025067.4815579678,-0.003990405348417214,1
2016-11-18,1018830.8998993894,-0.01005019680754271,1
2016-11-21,1023933.5494276627,-0.005092193573862702,1
2016-11-22,1025256.4552269854,-0.003806788571117936,0
2016-11-23,1025256.4552269854,-0.003806788571117936,0
2016-11-24,1026597.9064468313,-0.002503363860295038,1
2016-11-25,1022573.5527872936,-0.006413637992763621,1
2016-11-28,1026022.9922540751,-0.0030619807927297904,1
2016-11-29,1023915.0040071395,-0.005110213281940723,1
2016-11-30,1021232.1015674477,-0.007717062703586408,1
2016-12-01,1018549.1991277558,-0.010323912125232204,0
2016-12-02,1018549.1991277558,-0.010323912125232204,0
2016-12-05,1018549.1991277558,-0.010323912125232204,0
2016-12-06,1018549.1991277558,-0.010323912125232204,0
2016-12-07,1018549.1991277558,-0.010323912125232204,0
2016-12-08,1018549.1991277558,-0.010323912125232204,0
2016-12-09,1018549.1991277558,-0.010323912125232204,0
2016-12-12,1018549.1991277558,-0.010323912125232204,0
2016-12-13,1018549.1991277558,-0.010323912125232204,0
2016-12-14,1018549.1991277558,-0.010323912125232204,0
2016-12-15,1018549.1991277558,-0.010323912125232204,0
2016-12-16,1017571.3069656424,-0.01127408369298033,1
2016-12-19,1019722.6044424414,-0.009183769673278053,1
2016-12-20,1016593.4614319936,-0.012224209954054377,1
2016-12-21,1015615.5692698804,-0.013174381521802392,1
2016-12-22,1012681.9394120048,-0.0160248509183728,1
2016-12-23,1013464.2717930813,-0.01526469554150478,0
2016-12-26,1013464.2717930813,-0.01526469554150478,0
2016-12-27,1013464.2717930813,-0.01526469554150478,0
2016-12-28,1013464.2717930813,-0.01526469554150478,0
2016-12-29,1013464.2717930813,-0.01526469554150478,0
2016-12-30,1013464.2717930813,-0.01526469554150478,0
2017-01-03,1013464.2717930813,-0.01526469554150478,0
2017-01-04,1013464.2717930813,-0.01526469554150478,0
2017-01-05,1013464.2717930813,-0.01526469554150478,0
2017-01-06,1013464.2717930813,-0.01526469554150478,0
2017-01-09,1013464.2717930813,-0.01526469554150478,0
2017-01-10,1013464.2717930813,-0.01526469554150478,0
2017-01-11,1013464.2717930813,-0.01526469554150478,0
2017-01-12,1013464.2717930813,-0.01526469554150478,0
2017-01-13,1013464.2717930813,-0.01526469554150478,0
2017-01-16,1013464.2717930813,-0.01526469554150478,0
2017-01-17,1013464.2717930813,-0.01526469554150478,0
2017-01-18,1013464.2717930813,-0.01526469554150478,0
2017-01-19,1013464.2717930813,-0.01526469554150478,0
2017-01-20,1013464.2717930813,-0.01526469554150478,0
2017-01-23,1013464.2717930813,-0.01526469554150478,0
2017-01-24,1013464.2717930813,-0.01526469554150478,0
2017-01-25,1013464.2717930813,-0.01526469554150478,0
2017-01-26,1013464.2717930813,-0.01526469554150478,0
2017-02-03,1013464.2717930813,-0.01526469554150478,0
2017-02-06,1013464.2717930813,-0.01526469554150478,0
2017-02-07,1013464.2717930813,-0.01526469554150478,0
2017-02-08,1013464.2717930813,-0.01526469554150478,0
2017-02-09,1013464.2717930813,-0.01526469554150478,0
2017-02-10,1013464.2717930813,-0.01526469554150478,0
2017-02-13,1013464.2717930813,-0.01526469554150478,0
2017-02-14,1013464.2717930813,-0.01526469554150478,0
2017-02-15,1013464.2717930813,-0.01526469554150478,0
2017-02-16,1013464.2717930813,-0.01526469554150478,0
2017-02-17,1013464.2717930813,-0.01526469554150478,0
2017-02-20,1013464.2717930813,-0.01526469554150478,0
2017-02-21,1013464.2717930813,-0.01526469554150478,0
2017-02-22,1013464.2717930813,-0.01526469554150478,0
2017-02-23,1013464.2717930813,-0.01526469554150478,0
2017-02-24,1013464.2717930813,-0.01526469554150478,0
2017-02-27,1013464.2717930813,-0.01526469554150478,0
2017-02-28,1013464.2717930813,-0.01526469554150478,0
2017-03-01,1013464.2717930813,-0.01526469554150478,0
2017-03-02,1013464.2717930813,-0.01526469554150478,0
2017-03-03,1013464.2717930813,-0.01526469554150478,0
2017-03-06,1013464.2717930813,-0.01526469554150478,0
2017-03-07,1013464.2717930813,-0.01526469554150478,0
2017-03-08,1031724.8673587438,0.0,1
2017-03-09,1025574.6915456938,-0.0059610619144954136,1
2017-03-10,1019766.2464743289,-0.011590901084927219,1
2017-03-13,1026258.0715676239,-0.005298695382922269,1
2017-03-14,1023524.6329413438,-0.00794808255266044,1
2017-03-15,1024549.662243519,-0.0069545722335777604,1
2017-03-16,1037191.6631498637,0.0,1
2017-03-17,1036508.2831279336,-0.000658875351788657,1
2017-03-20,1041633.4296388086,0.0,1
2017-03-21,1037191.6631498637,-0.004264231890565462,1
2017-03-22,1046075.1961277535,0.0,1
2017-03-23,1046416.8454079984,0.0,1
2017-03-24,1043683.4067817184,-0.00261218905092675,1
2017-03-27,1053250.3197815383,0.0,1
2017-03-28,1052566.9397596081,-0.0006488296363128532,1
2017-03-29,1050175.2318750133,-0.0029196173490484423,1
2017-03-30,1048774.3950118225,-0.004249630582257247,1
2017-03-31,1046826.8474838339,-0.006098713835697489,1
2017-04-05,1049696.8969453478,-0.0033737685804146045,1
2017-04-06,1049696.8969453478,-0.0033737685804146045,1
2017-04-07,1052566.9708452937,-0.0006488001222599848,1
2017-04-10,1051131.9461145368,-0.002011272749901316,1
2017-04-11,1051234.4408986103,-0.0019139599058903833,1
2017-04-12,1054001.9955760508,0.0,1
2017-04-13,1055642.0343133868,0.0,1
2017-04-14,1056667.0554694177,0.0,1
2017-04-17,1055744.5290974602,-0.0008730530276139792,1
2017-04-18,1054924.5219480083,-0.0016490847447072632,1
2017-04-19,1055027.0167320818,-0.0015520865620319846,1
2017-04-20,1054822.0271639347,-0.0017460829273828748,1
2017-04-21,1054514.5183732822,-0.0020371006032541272,1
2017-04-24,1052566.9708452937,-0.003880204841157475,1
2017-04-25,1052771.9782046191,-0.0036861916387354032,0
2017-04-26,1052771.9782046191,-0.0036861916387354032,0
2017-04-27,1052771.9782046191,-0.0036861916387354032,0
2017-04-28,1052771.9782046191,-0.0036861916387354032,0
2017-05-02,1052771.9782046191,-0.0036861916387354032,0
2017-05-03,1052771.9782046191,-0.0036861916387354032,0
2017-05-04,1052771.9782046191,-0.0036861916387354032,0
2017-05-05,1078434.2716493185,0.0,1
2017-05-08,1075241.2440080643,-0.002960799489774124,1
2017-05-09,1074531.738700511,-0.0036187026427110247,1
2017-05-10,1069919.6158583951,-0.007895386872211918,1
2017-05-11,1071338.7110592567,-0.00657950213248526,1
2017-05-12,1073822.148807203,-0.00427668422950056,1
2017-05-15,1078434.2716493185,0.0,1
2017-05-16,1079498.6141964032,0.0,1
2017-05-17,1084110.737038519,0.0,1
2017-05-18,1091561.0502823575,0.0,1
2017-05-19,1089432.3651881882,-0.001950129215052776,1
2017-05-22,1090141.9550814962,-0.0013000603131582134,1
2017-05-23,1096882.763017781,0.0,1
2017-05-24,1086239.4221326883,-0.0097032620476325,1
2017-05-25,1092625.3928294422,-0.003881335664921881,1
2017-05-26,1091561.0502823575,-0.00485166958115224,1
2017-05-31,1089680.7308199417,-0.006565908810550414,1
2017-06-01,1089787.1566160747,-0.00646888313039462,1
2017-06-02,1089042.125291691,-0.007148109160288629,1
2017-06-05,1092660.8814932033,-0.0038489815565725394,1
2017-06-06,1094363.8211099636,-0.002296455002070874,1
2017-06-07,1094895.9754663552,-0.0018113034668898464,1
2017-06-08,1093618.7644098534,-0.0029757041663666106,1
2017-06-09,1090745.064908451,-0.005595582605787186,1
2017-06-12,1090319.3652426861,-0.005983682118440359,0
2017-06-13,1090319.3652426861,-0.005983682118440359,0
2017-06-14,1090319.3652426861,-0.005983682118440359,0
2017-06-15,1090319.3652426861,-0.005983682118440359,0
2017-06-16,1090319.3652426861,-0.005983682118440359,0
2017-06-19,1090319.3652426861,-0.005983682118440359,0
2017-06-20,1090319.3652426861,-0.005983682118440359,0
2017-06-21,1090319.3652426861,-0.005983682118440359,0
2017-06-22,1117790.9564655672,0.0,1
2017-06-23,1119622.4418095518,0.0,1
2017-06-26,1120721.315549937,0.0,1
2017-06-27,1114860.6847112253,-0.005229338246177551,1
2017-06-28,1113761.8109708403,-0.006209844037526668,1
2017-06-29,1111564.06349007,-0.008170855620225015,1
2017-06-30,1102773.160897017,-0.016014824027963614,1
2017-07-03,1098011.4037986905,-0.020263656482791936,1
2017-07-04,1091418.1613563797,-0.026146691230886643,1
2017-07-05,1091418.1613563797,-0.026146691230886643,1
2017-07-06,1092883.3845635783,-0.024839298227051887,1
2017-07-07,1091051.899219594,-0.026473500520318383,1
2017-07-10,1077865.5016650003,-0.038239492093453564,1
2017-07-11,1082260.9966265406,-0.034317468928057315,1
2017-07-12,1085923.8799844817,-0.031049142264578333,1
2017-07-13,1089220.5012056371,-0.02810762489053087,1
2017-07-14,1083726.1325037116,-0.03301015384727646,1
2017-07-17,1092517.0350967648,-0.025166185439537636,1
2017-07-18,1095447.3941811346,-0.02255147735492169,1
2017-07-19,1096546.2679215195,-0.021570971563572794,1
2017-07-20,1096179.918454706,-0.021897858776058543,1
2017-07-21,1102040.5492934175,-0.016668520529881214,1
2017-07-24,1104238.2967741876,-0.01470750894718309,1
2017-07-25,1105703.4326513584,-0.013400193866402343,1
2017-07-26,1096546.2679215195,-0.021570971563572794,1
2017-07-27,1107901.1801321292,-0.011439182283703664,1
2017-07-28,1106436.0442549582,-0.012746497364484521,1
2017-07-31,1109732.6654761136,-0.009804979990437168,1
2017-08-01,1109366.3160092998,-0.01013186720292314,1
2017-08-02,1108633.7917357283,-0.010785485781786397,1
2017-08-03,1104970.908377787,-0.01405381244526549,1
2017-08-04,1110831.4518864707,-0.008824552122142393,1
2017-08-07,1102406.8114302033,-0.016341711240449586,1
2017-08-08,1100941.6755530322,-0.017649026321230443,1
2017-08-09,1103872.0346374018,-0.015034318236614719,1
2017-08-10,1110831.4518864707,-0.008824552122142393,1
2017-08-11,1115226.946848011,-0.004902528956745922,1
2017-08-14,1115959.5584516106,-0.004248832454828322,1
2017-08-15,1108633.7917357283,-0.010785485781786397,1
2017-08-16,1106802.3063917437,-0.012419688075053115,1
2017-08-17,1115959.5584516106,-0.004248832454828322,1
2017-08-18,1117790.9564655672,-0.0026147080846159465,1
2017-08-21,1115593.208984797,-0.004575719667314293,1
2017-08-22,1115226.946848011,-0.004902528956745922,1
2017-08-23,1115959.5584516106,-0.004248832454828322,1
2017-08-24,1115593.208984797,-0.004575719667314293,1
2017-08-25,1115959.5584516106,-0.004248832454828322,1
2017-08-28,1121453.8398235086,0.0,1
2017-08-29,1131709.9656237604,0.0,1
2017-08-30,1120354.9660831233,-0.010033489043616006,1
2017-08-31,1118889.8302059523,-0.01132811038801984,1
2017-09-01,1125483.0726482635,-0.005502198588544505,1
2017-09-04,1134640.2373781023,0.0,1
2017-09-05,1132442.489897332,-0.001936955352340397,1
2017-09-06,1134273.9752413162,-0.000322800236339571,1
2017-09-07,1130611.0918833753,-0.003551033501189238,1
2017-09-08,1134640.2373781023,0.0,1
2017-09-11,1130611.0918833753,-0.003551033501189238,1
2017-09-12,1126215.5969218346,-0.007424944205870143,1
2017-09-13,1127314.47066222,-0.006456466529699778,1
2017-09-14,1123651.5873042787,-0.009684699794549667,0
2017-09-15,1123651.5873042787,-0.009684699794549667,0
2017-09-18,1123651.5873042787,-0.009684699794549667,0
2017-09-19,1123651.5873042787,-0.009684699794549667,0
2017-09-20,1123651.5873042787,-0.009684699794549667,0
2017-09-21,1123651.5873042787,-0.009684699794549667,0
2017-09-22,1151041.6369636364,0.0,1
2017-09-25,1151041.6369636364,0.0,1
2017-09-26,1165052.1976097892,0.0,1
2017-09-27,1155964.2785799373,-0.007800439369580747,1
2017-09-28,1149148.2715970762,-0.013650827014739186,1
2017-09-29,1155206.9143771874,-0.008450508271475199,1
2017-10-09,1149148.2715970762,-0.013650827014739186,1
2017-10-10,1149526.998838766,-0.01332575381847656,1
2017-10-11,1147633.6334722056,-0.014950887327897733,1
2017-10-12,1151420.2739246965,-0.01170069779968641,1
2017-10-13,1152556.2750885068,-0.010725633192159911,1
2017-10-16,1156721.5525020575,-0.0071504479583169855,1
2017-10-17,1152177.6381274466,-0.011050628897791737,1
2017-10-18,1147254.9965111455,-0.015275883033529558,1
2017-10-19,1145361.6311445856,-0.016901016542950287,1
2017-10-20,1145740.3583862754,-0.01657594334668766,1
2017-10-23,1144869.4070675548,-0.017323507550684236,1
2017-10-24,1145891.781030795,-0.016445972651099594,1
2017-10-25,1144642.1978067297,-0.01751852822125266,1
2017-10-26,1145664.598854159,-0.016640970074478734,1
2017-10-27,1143847.0060201255,-0.018201065697458163,1
2017-10-30,1143847.0060201255,-0.018201065697458163,1
2017-10-31,1144528.6067184117,-0.017616026932942175,1
2017-11-01,1143619.7967593006,-0.018396086368026365,1
2017-11-02,1143847.0060201255,-0.018201065697458163,1
2017-11-03,1144301.3974575868,-0.017811047603510377,1
2017-11-06,1143392.6145826646,-0.018591083791405394,1
2017-11-07,1144869.4070675548,-0.017323507550684236,1
2017-11-08,1145323.798505016,-0.016933489456736672,1
2017-11-09,1146346.1995524452,-0.016055931309962856,1
2017-11-10,1146686.9728173993,-0.015763435174894203,1
2017-11-13,1145891.781030795,-0.016445972651099594,1
2017-11-14,1145323.798505016,-0.016933489456736672,1
2017-11-15,1146232.5813799382,-0.016153453268841655,1
2017-11-16,1145437.389593334,-0.016835990745047158,1
2017-11-17,1146232.5813799382,-0.016153453268841655,1
2017-11-20,1147482.1916881923,-0.015080874451499526,1
2017-11-21,1145437.389593334,-0.016835990745047158,1
2017-11-22,1145210.1803325089,-0.017031011415615582,1
2017-11-23,1145664.598854159,-0.016640970074478734,1
2017-11-24,1145778.189942477,-0.01654347136278922,1
2017-11-27,1146005.399203302,-0.016348450692220795,1
2017-11-28,1146800.590989906,-0.015665913216015515,1
2017-11-29,1146800.590989906,-0.015665913216015515,1
2017-11-30,1144755.7888950477,-0.017421029509563146,1
2017-12-01,1143051.8142335215,-0.018883603173663444,1
2017-12-04,1142824.6100284117,-0.019078619504756422,0
2017-12-05,1142824.6100284117,-0.019078619504756422,0
2017-12-06,1142824.6100284117,-0.019078619504756422,0
2017-12-07,1142824.6100284117,-0.019078619504756422,0
2017-12-08,1142824.6100284117,-0.019078619504756422,0
2017-12-11,1143471.0085713249,-0.01852379582883934,1
2017-12-12,1142393.7119136574,-0.019448472559957186,1
2017-12-13,1142609.1609710346,-0.019263546032356804,1
2017-12-14,1147564.8488861802,-0.01500992724573702,1
2017-12-15,1146703.0012858901,-0.015749677449254373,1
2017-12-18,1147349.3998288033,-0.01519485377333718,1
2017-12-19,1149934.942629674,-0.01297560316278501,1
2017-12-20,1148426.6964864708,-0.014270177042219334,1
2017-12-21,1148211.2474290936,-0.014455103569819716,1
2017-12-22,1148211.2474290936,-0.014455103569819716,1
2017-12-25,1151874.1382584134,-0.011311132135033763,1
2017-12-26,1151874.1382584134,-0.011311132135033763,1
2017-12-27,1153382.3844016166,-0.01001655825559944,1
2017-12-28,1154675.181487443,-0.008906910903765275,1
2017-12-29,1154890.6305448199,-0.008721984376165004,1
2018-01-02,1159630.8694025888,-0.004653292117145269,1
2018-01-03,1157691.67644513,-0.006317760852054488,1
2018-01-04,1157303.8527306167,-0.006650641829669901,1
2018-01-05,1158014.8808536648,-0.006040344604784309,1
2018-01-08,1158014.8808536648,-0.006040344604784309,1
2018-01-09,1158467.3546966258,-0.005651972440953945,1
2018-01-10,1157756.3265735777,-0.006262269665839537,1
2018-01-11,1158790.5591051604,-0.005374556193683988,1
2018-01-12,1159436.9525109953,-0.0048197369270784884,1
2018-01-15,1159695.5067910824,-0.00459781186602326,1
2018-01-16,1159436.9525109953,-0.0048197369270784884,1
2018-01-17,1159049.1133852475,-0.005152631132628649,1
2018-01-18,1158014.8808536648,-0.006040344604784309,1
2018-01-19,1157562.4070107038,-0.006428716768614673,1
2018-01-22,1157820.948345354,-0.006206802819024526,0
2018-01-23,1157820.948345354,-0.006206802819024526,0
2018-01-24,1157820.948345354,-0.006206802819024526,0
2018-01-25,1157820.948345354,-0.006206802819024526,0
2018-01-26,1157820.948345354,-0.006206802819024526,0
2018-01-29,1157820.948345354,-0.006206802819024526,0
2018-01-30,1157820.948345354,-0.006206802819024526,0
2018-01-31,1157820.948345354,-0.006206802819024526,0
2018-02-01,1157820.948345354,-0.006206802819024526,0
2018-02-02,1157820.948345354,-0.006206802819024526,0
2018-02-05,1157820.948345354,-0.006206802819024526,0
2018-02-06,1157820.948345354,-0.006206802819024526,0
2018-02-07,1157820.948345354,-0.006206802819024526,0
2018-02-08,1157603.2767214794,-0.006393637043552225,1
2018-02-09,1160432.5408367096,-0.003965192960931119,1
2018-02-12,1160867.8321961097,-0.0035915690492358543,1
2018-02-13,1163697.0963113396,-0.0011631249666149701,1
2018-02-14,1168049.8023519474,0.0,1
2018-02-22,1163044.1852164138,-0.004285448381956325,1
2018-02-23,1165002.9185011918,-0.0026085222090878046,1
2018-02-26,1167832.182616422,-0.00018631032263116687,1
2018-02-27,1165002.9185011918,-0.0026085222090878046,1
2018-02-28,1160650.212460584,-0.006334995200088067,1
2018-03-01,1159997.301365658,-0.006893970591044352,1
2018-03-02,1162826.565480888,-0.004471758704587936,1
2018-03-05,1164567.6271417914,-0.0029811872774127,1
