"week_end","behavior_hypothesis","volume_price_state","price_position_52w","volume_ratio_52w","accumulation_52w","next_week_return","next_4w_return","event_tag","event_summary","event_confidence"
"2025-04-11","low_price_high_volume_possible_accumulation_or_panic","low__extreme_volume__up","0.0","1.744572076132588","0.744572076132588","0.034083079702658114","0.11664976457158094","us_tariff_shock_rebound","Tariff-driven volatility continued; low-price extreme-volume up week followed by strong 4w return, possible panic capitulation plus policy-expectation rebound.","high"
"2024-08-09","low_price_high_volume_possible_accumulation_or_panic","mid_low__extreme_volume__up","0.39546170748279985","2.1396696609678356","0.6889739508751517","0.0867286224125623","0.03901413276231258","yen_carry_trade_unwind","BOJ hike plus yen carry trade unwind triggered historic Japan/global selloff and rebound; low/mid-low extreme-volume up week likely panic reversal/capitulation rebound.","high"
"2022-03-11","low_price_high_volume_possible_accumulation_or_panic","low__extreme_volume__down","0.0","1.5428127428127427","0.5428127428127427","0.0661552499366127","0.07244906961790387","russia_ukraine_invasion","Continuation of Russia-Ukraine shock; data shows low-price extreme-volume down week followed by positive 4w return, possible panic capitulation rather than ordinary accumulation.","high"
"2025-04-04","low_price_high_volume_possible_accumulation_or_panic","low__extreme_volume__down","0.0","1.4251362855649319","0.4251362855649319","-0.005772547422217111","0.09029181855373714","us_tariff_shock","Early Apr 2025 U.S. tariff shock hit Japan/global equities; low-price extreme-volume down week likely tariff-driven panic/risk-off.","high"
"2022-09-30","low_price_high_volume_possible_accumulation_or_panic","low__extreme_volume__down","0.16897551651833156","1.3208979429254275","0.2666740472699333","0.045452074452109636","0.04503144324312447","fed_hikes_yen_intervention","Late Sep 2022 had strong dollar/Fed hike pressure and Japan yen intervention context; low-price extreme-volume down week may be macro panic/FX stress.","medium"
"2022-03-04","low_price_high_volume_possible_accumulation_or_panic","low__extreme_volume__down","0.0","1.313372319688109","0.3133723196881091","-0.03165961593151878","0.06467114121853479","russia_ukraine_invasion","Russia-Ukraine war shock and commodity/oil risk dominated markets; low-price high-volume down week more likely panic/liquidation first, later rebound possible.","high"
"2022-05-13","low_price_high_volume_possible_accumulation_or_panic","low__extreme_volume__up","0.23698819808628804","1.3643683766071577","0.2780173715954014","0.011782356736221189","0.05284768036507215","fed_inflation_rate_hike_risk","2022 inflation/Fed tightening and global recession concerns; low-price extreme-volume up week may be rebound after risk-off selling.","medium"
"2020-11-13","extreme_volume_context_needed","mid_high__extreme_volume__up","0.5","1.6247623574144487","0.31238117870722437","0.005573966935149333","0.04989586726789352","vaccine_us_election_risk_on","Pfizer vaccine efficacy news and U.S. election transition period supported global risk-on; classify as broad risk-on, not panic.","medium"
"2022-01-28","low_price_high_volume_possible_accumulation_or_panic","low__warm_volume__down","0.0","1.1280446286717714","0.12804462867177135","0.027047977081550822","-0.009014370442566477","fed_tightening_growth_selloff","Global equities were under pressure from inflation/Fed tightening and growth-stock selloff; low-price high-volume down week may include panic selling.","medium"
"2023-03-17","extreme_volume_context_needed","mid_high__extreme_volume__down","0.466879931612744","1.5318256667977186","0.28352693585329775","0.0018826514727741106","0.04242660823837463","svb_credit_suisse_banking_stress","SVB collapse and Credit Suisse stress dominated global bank risk; extreme-volume down week likely event-risk/liquidity stress.","high"
"2021-12-03","low_price_high_volume_possible_accumulation_or_panic","mid_low__extreme_volume__down","0.3579049416118912","1.4175583497944106","0.2681121529916845","0.014563191657952723","0.027190570529622704","omicron_risk","Omicron variant uncertainty drove global COVID risk repricing around early Dec 2021; low/mid-low volume down week needs panic-vs-accumulation review.","medium"
"2023-08-04","high_price_high_volume_breakout_or_distribution","high__extreme_volume__down","0.8052059051058904","1.6547586641260081","0.12754312135250206","0.008725567091969477","0.016086541224344053","boj_ycc_flexibility","BOJ July 28 2023 YCC flexibility shift lifted JGB yields and affected Japanese equities; high-price extreme-volume down week may be policy repricing/distribution risk.","high"
"2022-01-21","low_price_high_volume_possible_accumulation_or_panic","low__warm_volume__down","0.14598198921647312","1.110974054358305","0.09477384115166271","-0.029246144757007486","-0.014540593686710235","unannotated_needs_research","",""
