week_start,week_end,spot_weekly_return,spot_first_close,spot_last_close,volume_source,volume_total,weekly_volume_ratio_4w,weekly_volume_ratio_13w,weekly_volume_ratio_26w,weekly_volume_ratio_52w,weekly_price_position_52w,weekly_volume_accumulation_26w,weekly_volume_accumulation_52w,weekly_high_volume_low_price_signal,weekly_high_volume_breakout_signal,weekly_up_day_volume_share,weekly_down_day_volume_share,weekly_volume_price_confirmation,next_week_return,next_week_positive_label,split_name,next_4w_return,next_4w_positive_label,price_position_bucket_52w,volume_ratio_4w_bucket,volume_ratio_13w_bucket,volume_ratio_26w_bucket,volume_ratio_52w_bucket,weekly_price_direction,volume_price_state,is_low_price_high_volume,is_high_price_high_volume,is_extreme_volume_any_window,anomaly_score,behavior_hypothesis
2023-09-25,2023-09-29,-0.02512345992578635,32678.62,31857.62,NK225_VOL.YFINANCE,522100000,1.080784557263365,1.1402627511591963,1.2298284078348947,1.351008932348038,0.7620683574316468,0.05468345058502586,0.08351613182973266,0,0,0.20226010342846198,0.6404903275234629,-1,-0.027087710883612837,0,train,-0.027181252083488983,0,high,warm_volume,warm_volume,warm_volume,extreme_volume,down,high__extreme_volume__down,0,0,1,1.4345250641777707,extreme_volume_context_needed
2024-04-01,2024-04-05,-0.020375553757258413,39803.09,38992.08,NK225_VOL.YFINANCE,648200000,1.0821820610209107,1.197947172386341,1.2642207202814513,1.375204507529549,0.8581650725647938,0.037475726687997556,0.05321710409881585,0,1,0.4024992286331379,0.39000308546744833,-1,0.013630203877300184,1,train,-0.019388809214589298,0,high,warm_volume,warm_volume,extreme_volume,extreme_volume,down,high__extreme_volume__down,0,1,1,1.4284216116283648,high_price_high_volume_breakout_or_distribution
2022-11-07,2022-11-11,0.026734220587017354,27527.64,28263.57,NK225_VOL.YFINANCE,423200000,1.2741231371368358,1.3384585441806152,1.2408177994293896,1.2608227340437723,0.6765719198182887,0.07788723854303191,0.08435739613952237,0,0,0.44447069943289225,0.3690926275992439,1,-0.012871693137137319,0,train,-0.01282782040626862,0,mid_high,extreme_volume,extreme_volume,warm_volume,extreme_volume,up,mid_high__extreme_volume__up,0,0,1,1.4228159403201375,extreme_volume_context_needed
2026-03-09,2026-03-13,0.02068872523361076,52728.72,53819.61,NK225_VOL.YFINANCE,851900000,1.1208473126767975,1.3015430901761684,1.3207751937984495,1.347459225326836,0.8008817840234732,0.0638721843186719,0.06918546107166562,0,1,0.36318816762530814,0.3792698673553234,1,-0.008307009285277278,0,test,0.057683435461535204,1,high,warm_volume,extreme_volume,extreme_volume,extreme_volume,up,high__extreme_volume__up,0,1,1,1.4166446863985016,high_price_high_volume_breakout_or_distribution
2025-05-12,2025-05-16,0.0029077474228473843,37644.26,37753.72,NK225_VOL.YFINANCE,735300000,1.31921955595425,1.1488924411966204,1.176038533227527,1.2099681967057483,0.5480716887351909,0.07955679703905025,0.0948905725565461,0,0,0.24126206990344076,0.5643954848361213,1,-0.015713683313856253,0,train,0.0021330348373616026,1,mid_high,extreme_volume,warm_volume,warm_volume,warm_volume,up,mid_high__warm_volume__up,0,0,1,1.414110128510796,extreme_volume_context_needed
2024-03-11,2024-03-15,-0.002906970004757814,38820.49,38707.64,NK225_VOL.YFINANCE,629400000,1.1129481455284913,1.2132382378671729,1.2502884211330558,1.3682151098625464,0.9043351252243176,0.02394381046549705,0.03522525237551464,0,1,0.17651731808071178,0.6123292024149984,-1,0.056340040364124544,1,train,0.021078784446688204,1,high,warm_volume,warm_volume,extreme_volume,extreme_volume,down,high__extreme_volume__down,0,1,1,1.403440362238061,high_price_high_volume_breakout_or_distribution
2023-06-05,2023-06-09,0.00148180658730368,32217.43,32265.17,NK225_VOL.YFINANCE,480700000,1.0516873598424765,1.2922844676055174,1.3703114892497286,1.4033696952003458,1.0,0.0,0.0,0,1,0.3827751196172249,0.4116912835448305,1,0.0446583731001573,1,train,0.0038199085887351547,1,high,warm_volume,extreme_volume,extreme_volume,extreme_volume,up,high__extreme_volume__up,0,1,1,1.4033696952003458,high_price_high_volume_breakout_or_distribution
2026-01-19,2026-01-23,0.004913819665244512,53583.57,53846.87,NK225_VOL.YFINANCE,669100000,1.389255125875941,1.1140240778688526,1.1076192355933605,1.0932319487211712,0.9956119208337451,0.0004722417255955077,0.00040910917181272074,0,0,0.41907039306531163,0.3972500373636228,1,-0.009731670568781547,0,test,0.05532039281020418,1,high,extreme_volume,warm_volume,warm_volume,warm_volume,up,high__warm_volume__up,0,0,1,1.3896642350477537,extreme_volume_context_needed
2020-11-16,2020-11-20,-0.014650906147505749,25906.93,25527.37,NK225_VOL.YFINANCE,384300000,1.1851966075558982,1.2576437587657783,1.2576437587657783,1.2576437587657783,0.5,0.12882187938288914,0.12882187938288914,0,0,0.2206609419724174,0.5584179026801978,-1,0.04377027480700124,1,train,0.048419402390453836,1,mid_high,warm_volume,extreme_volume,extreme_volume,extreme_volume,down,mid_high__extreme_volume__down,0,0,1,1.3864656381486675,extreme_volume_context_needed
2024-03-04,2024-03-08,-0.010478635466200648,40109.23,39688.94,NK225_VOL.YFINANCE,628000000,1.0810810810810811,1.231372549019608,1.2608591572135692,1.379106469418179,0.9823583151189115,0.0046019950499081195,0.006688076869857537,0,1,0.22818471337579618,0.581687898089172,-1,-0.024724772190942934,0,train,-0.017558040098828553,0,high,warm_volume,warm_volume,extreme_volume,extreme_volume,down,high__extreme_volume__down,0,1,1,1.3857945462880366,high_price_high_volume_breakout_or_distribution
2023-06-26,2023-06-30,0.014992288710200752,32698.81,33189.04,NK225_VOL.YFINANCE,474000000,0.9701187065083913,1.2117040940732293,1.297809604043808,1.3589599391312976,0.93346082471308,0.019816005445599184,0.023884898310839547,0,1,0.4409282700421941,0.4027426160337553,0,-0.024123023745188266,0,train,-0.012950359516274101,0,high,normal,warm_volume,extreme_volume,extreme_volume,up,high__extreme_volume__up,0,1,1,1.3828448374421372,high_price_high_volume_breakout_or_distribution
2024-04-15,2024-04-19,-0.05516939907424412,39232.8,37068.35,NK225_VOL.YFINANCE,621800000,1.07559245805224,1.078059775143036,1.1919342352637594,1.291752560845039,0.6900307203957137,0.059493716636107113,0.09043433110784248,0,0,0.170151174010936,0.6577677709874558,-1,0.023373309035875645,1,train,0.04637460259223847,1,mid_high,warm_volume,warm_volume,warm_volume,extreme_volume,down,mid_high__extreme_volume__down,0,0,1,1.3821868919528815,extreme_volume_context_needed
2024-09-30,2024-10-04,0.018883926628876058,37919.55,38635.62,NK225_VOL.YFINANCE,710200000,1.306415267877673,1.1868620645327161,1.2194126542822614,1.2970049449314454,0.7494791150888473,0.05496745231149694,0.07440594162721385,0,0,0.5352013517319065,0.19656434807096593,1,0.025111024489836042,1,train,-0.015062525203426436,0,high,extreme_volume,warm_volume,warm_volume,extreme_volume,up,high__extreme_volume__up,0,0,1,1.3808212095048868,extreme_volume_context_needed
2024-01-15,2024-01-19,0.0017124494349722852,35901.79,35963.27,NK225_VOL.YFINANCE,553000000,1.3744252516465765,1.1852474692518218,1.1915436697688682,1.2970856619620472,1.0,0.0,0.0,0,1,0.18824593128390596,0.6206148282097649,1,-0.005900464557310747,0,train,0.07018188279319437,1,high,extreme_volume,warm_volume,warm_volume,extreme_volume,up,high__extreme_volume__up,0,1,1,1.3744252516465765,high_price_high_volume_breakout_or_distribution
2024-10-28,2024-11-01,-0.014294843251731026,38605.53,38053.67,NK225_VOL.YFINANCE,710400000,1.2776978417266187,1.1846226862838158,1.2317048773656625,1.2772119074784773,0.6605257775579791,0.07865783307973206,0.09410629674292552,0,0,0.44932432432432434,0.3865427927927928,-1,0.03801735811552476,1,train,0.004056376165557873,1,mid_high,extreme_volume,warm_volume,warm_volume,extreme_volume,down,mid_high__extreme_volume__down,0,0,1,1.3718041384695443,extreme_volume_context_needed
2026-01-26,2026-01-30,0.008274518887591453,52885.25,53322.85,NK225_VOL.YFINANCE,736100000,1.3584940481683123,1.2153344001625643,1.2132003828770292,1.1975059519898887,0.9698622988326137,0.00642536942792026,0.005952375359851421,0,1,0.5991033826925689,0.21301453606846896,1,0.017456493792060934,1,test,0.10365950057058093,1,high,extreme_volume,warm_volume,warm_volume,warm_volume,up,high__warm_volume__up,0,1,1,1.3644464235281637,high_price_high_volume_breakout_or_distribution
2024-11-11,2024-11-15,-0.022523026146045844,39533.32,38642.91,NK225_VOL.YFINANCE,713800000,1.2443669644802788,1.275010648676129,1.2001991838635202,1.2767605609579076,0.7131800486782354,0.05742112017039187,0.07938045062173132,0,0,0.20159708601849258,0.6265060240963856,-1,-0.00929174329780047,0,train,0.021414795107304263,1,high,warm_volume,extreme_volume,warm_volume,extreme_volume,down,high__extreme_volume__down,0,0,1,1.3561410115796388,extreme_volume_context_needed
2023-09-04,2023-09-08,-0.010089504353174572,32939.18,32606.84,NK225_VOL.YFINANCE,489400000,1.2236529566195775,1.0795282938830915,1.1859598106102973,1.3114017458697913,0.8585070930521426,0.02631199417872399,0.04406113825175473,0,1,0.37903555373927256,0.4378831221904373,-1,0.02840661652585763,1,train,-0.04944269361888498,0,high,warm_volume,warm_volume,warm_volume,extreme_volume,down,high__extreme_volume__down,0,1,1,1.355462884121546,high_price_high_volume_breakout_or_distribution
2022-10-24,2022-10-28,0.004830416424157269,26974.9,27105.2,NK225_VOL.YFINANCE,392300000,1.1062389848431442,1.2569069624152802,1.1835460663727084,1.1666647603143194,0.423823228433219,0.10575497995640923,0.09602836353185593,0,0,0.3140453734386949,0.5353046138159572,1,0.0034878916222718104,1,train,0.04345402358219075,1,mid_low,warm_volume,extreme_volume,warm_volume,warm_volume,up,mid_low__warm_volume__up,0,0,1,1.3529353259471362,extreme_volume_context_needed
2024-05-27,2024-05-31,-0.010594339026046673,38900.02,38487.9,NK225_VOL.YFINANCE,647600000,1.2126205411478326,1.1141136769668498,1.200216697080292,1.2820393727466888,0.7574423497030337,0.048564091594015125,0.06841080754466707,0,0,0.32581840642371834,0.5287214329833231,-1,0.00509328905967843,1,train,0.028455176821806427,1,high,warm_volume,warm_volume,warm_volume,extreme_volume,down,high__extreme_volume__down,0,0,1,1.3504501802913558,extreme_volume_context_needed
2025-08-04,2025-08-08,0.0379685634650182,40290.7,41820.48,NK225_VOL.YFINANCE,758900000,1.3204576101613816,1.294541398766566,1.2169209705073332,1.2375283802260382,1.0,0.0,0.0,0,1,0.8276452760574515,0.0,1,0.037250409368806636,1,train,0.02865270795552788,1,high,extreme_volume,extreme_volume,warm_volume,warm_volume,up,high__warm_volume__up,0,1,1,1.3204576101613816,high_price_high_volume_breakout_or_distribution
2023-06-19,2023-06-23,-0.017646766207916942,33370.42,32781.54,NK225_VOL.YFINANCE,445600000,0.9281399708394085,1.1772308817851118,1.2201276407523645,1.28485480284572,0.881018626953874,0.02619108894212068,0.03389241556136729,0,1,0.36894075403949733,0.44501795332136446,0,0.012430776589507309,1,train,-0.014559718670934974,0,high,normal,warm_volume,warm_volume,extreme_volume,down,high__extreme_volume__down,0,1,1,1.3187472184070874,high_price_high_volume_breakout_or_distribution
2025-10-06,2025-10-10,0.0030042907712959366,47944.76,48088.8,NK225_VOL.YFINANCE,763900000,1.3176369124622682,1.292353140209781,1.2584125857732102,1.2530140244402526,1.0,0.0,0.0,0,1,0.3831653357769342,0.38342715015054324,1,-0.010535717256409005,0,valid,0.04549021809652132,1,high,extreme_volume,extreme_volume,extreme_volume,extreme_volume,up,high__extreme_volume__up,0,1,1,1.3176369124622682,high_price_high_volume_breakout_or_distribution
2025-10-27,2025-10-31,0.03759518469949508,50512.32,52411.34,NK225_VOL.YFINANCE,782500000,1.213978202691696,1.2874137821932545,1.3142595056911408,1.2761966892277583,1.0,0.0,0.0,0,1,0.6912460063897764,0.15271565495207667,1,-0.04073488676305537,0,valid,-0.041163419977432225,0,high,warm_volume,extreme_volume,extreme_volume,extreme_volume,up,high__extreme_volume__up,0,1,1,1.3142595056911408,high_price_high_volume_breakout_or_distribution
2023-07-10,2023-07-14,0.0062606924630930205,32189.73,32391.26,NK225_VOL.YFINANCE,444900000,0.9255252756396921,1.0852441175366834,1.1605698806059999,1.2636650152668003,0.8307578837076688,0.027175186406566368,0.0446232251760031,0,1,0.37086985839514497,0.40166329512249943,0,-0.002686218442876198,0,train,0.0025435873751129545,1,high,normal,warm_volume,warm_volume,extreme_volume,up,high__extreme_volume__up,0,1,1,1.3082882404428033,high_price_high_volume_breakout_or_distribution
2023-12-04,2023-12-08,-0.027787382185513687,33231.27,32307.86,NK225_VOL.YFINANCE,513900000,1.049900403493539,1.0570895109099827,1.0939951201139733,1.252586235182173,0.8191698901869189,0.016997147892103534,0.045675196645265086,0,1,0.17746643315820199,0.652656158785756,0,0.020511726867703528,1,train,0.033105256739381694,1,high,normal,warm_volume,warm_volume,extreme_volume,down,high__extreme_volume__down,0,1,1,1.2982614318274381,high_price_high_volume_breakout_or_distribution
2025-03-03,2025-03-07,-0.02377368866921603,37785.47,36887.17,NK225_VOL.YFINANCE,659400000,1.0486224307239693,1.09821154043251,1.1205563435055133,1.1129222290382574,0.3020218370074344,0.08414569517707886,0.07881724998514868,1,0,0.4073400060661207,0.41704579921140433,0,0.004498312014719508,1,train,-0.0842187134442679,0,mid_low,normal,warm_volume,warm_volume,warm_volume,down,mid_low__warm_volume__down,1,0,0,1.2973517564832275,low_price_high_volume_possible_accumulation_or_panic
2026-02-09,2026-02-13,0.010255315721363623,56363.94,56941.97,NK225_VOL.YFINANCE,796500000,1.0939055793991417,1.2945228599647443,1.2913102037762203,1.28458976124458,1.0,0.0,0.0,0,1,0.24042686754551162,0.5021971123666039,1,-0.0020419033623179095,0,test,-0.05483407054585576,0,high,warm_volume,extreme_volume,extreme_volume,extreme_volume,up,high__extreme_volume__up,0,1,1,1.2945228599647443,high_price_high_volume_breakout_or_distribution
2024-01-22,2024-01-26,-0.021776919825046925,36546.95,35751.07,NK225_VOL.YFINANCE,524300000,1.2739642813752885,1.097586112497786,1.1081232675158716,1.2192805137654068,0.9754098740596192,0.0026587647653007673,0.005392135449762757,0,1,0.1804310509250429,0.6288384512683578,-1,0.011382876092939309,1,train,0.0936366380083169,1,high,extreme_volume,warm_volume,warm_volume,warm_volume,down,high__warm_volume__down,0,1,1,1.2793564168250513,high_price_high_volume_breakout_or_distribution
2024-03-25,2024-03-29,-0.0011055541973943317,40414.12,40369.44,NK225_VOL.YFINANCE,581800000,0.9431026098233101,1.1064719995318626,1.1398215685092532,1.2445431733102967,0.9611828465264337,0.005427475283738445,0.009492469889298707,0,1,0.4181849432794775,0.40735647988999657,0,-0.034118878042400436,0,train,-0.06030997705194818,0,high,normal,warm_volume,warm_volume,warm_volume,down,high__warm_volume__down,0,1,0,1.2540356431995954,high_price_high_volume_breakout_or_distribution
2023-12-18,2023-12-22,0.012517789015408898,32758.98,33169.05,NK225_VOL.YFINANCE,516200000,1.0691797845898923,1.0538333490373442,1.0896130676928573,1.2305802097850804,0.9305465564268007,0.006223936140427148,0.016014589589404535,0,1,0.6077101898488958,0.18519953506392872,1,0.008897451087685582,1,train,0.08424178564052909,1,high,warm_volume,warm_volume,warm_volume,warm_volume,up,high__warm_volume__up,0,1,0,1.246594799374485,high_price_high_volume_breakout_or_distribution
2025-09-29,2025-10-03,0.01611211322325512,45043.75,45769.5,NK225_VOL.YFINANCE,676500000,1.2312872548573508,1.151836232187762,1.102724052537538,1.1149956101287168,1.0,0.0,0.0,0,1,0.36762749445676274,0.43946784922394677,1,0.0506734834332907,1,valid,0.14511497831525344,1,high,warm_volume,warm_volume,warm_volume,warm_volume,up,high__warm_volume__up,0,1,0,1.2312872548573508,high_price_high_volume_breakout_or_distribution
2025-11-03,2025-11-07,-0.02370672580256783,51497.2,50276.37,NK225_VOL.YFINANCE,727800000,1.084528554930522,1.1724744720927927,1.2059959466177201,1.1767142070946859,0.8865931574608412,0.023361349881780746,0.020040600258419337,0,1,0.23536685902720528,0.5034350096180269,-1,0.0019921883779596694,1,valid,0.004286307861923966,1,high,warm_volume,warm_volume,warm_volume,warm_volume,down,high__warm_volume__down,0,1,0,1.2260365468761394,high_price_high_volume_breakout_or_distribution
2024-02-12,2024-02-16,0.013783331932882614,37963.97,38487.24,NK225_VOL.YFINANCE,542500000,0.9458634818237294,1.1150726516672727,1.1268494551497141,1.22556260318012,1.0,0.0,0.0,0,1,0.5192626728110599,0.22175115207373272,0,0.015886823788871407,1,train,0.005726573274674962,1,high,normal,warm_volume,warm_volume,warm_volume,up,high__warm_volume__up,0,1,0,1.22556260318012,high_price_high_volume_breakout_or_distribution
2023-11-27,2023-12-01,-0.00048314277197769595,33447.67,33431.51,NK225_VOL.YFINANCE,495800000,0.9747370490514106,1.02902484194393,1.0533334422827072,1.2146750780915048,0.9644901923507191,0.0018938602767329582,0.007623070730123693,0,1,0.30697862041145624,0.5262202501008472,0,-0.03361050697381007,0,train,0.0009769226696609845,1,high,normal,normal,warm_volume,warm_volume,down,high__warm_volume__down,0,1,0,1.2222981488216285,high_price_high_volume_breakout_or_distribution
2024-01-29,2024-02-02,0.0036383883838038145,36026.94,36158.02,NK225_VOL.YFINANCE,527400000,1.180327868852459,1.0866643420927504,1.1152917063172536,1.2158808272926782,1.0,0.0,0.0,0,1,0.5949943117178612,0.22392870686386046,1,0.020449128575071418,1,train,0.10378886897014827,1,high,warm_volume,warm_volume,warm_volume,warm_volume,up,high__warm_volume__up,0,1,0,1.2158808272926782,high_price_high_volume_breakout_or_distribution
2023-11-13,2023-11-17,0.030691625714935444,32585.11,33585.2,NK225_VOL.YFINANCE,489900000,0.9629957246056318,1.0284537747274929,1.0375179199791478,1.2120237506185056,0.9843667350815994,0.0005865275822213703,0.003314623462411993,0,1,0.6227801592161666,0.19228413962033067,0,0.00120082655455378,1,train,-0.01830121601181456,0,high,normal,normal,normal,warm_volume,up,high__warm_volume__up,0,1,0,1.2153383740809176,high_price_high_volume_breakout_or_distribution
2023-05-22,2023-05-26,-0.005484961150738377,31086.82,30916.31,NK225_VOL.YFINANCE,411600000,1.185227845367504,1.1782269784647905,1.209425326326496,1.2119592298980746,1.0,0.0,0.0,0,1,0.3943148688046647,0.4224975704567541,-1,0.019663083983826102,1,train,0.060331585496457896,1,high,warm_volume,warm_volume,warm_volume,warm_volume,down,high__warm_volume__down,0,1,0,1.2119592298980746,high_price_high_volume_breakout_or_distribution
2023-08-28,2023-09-01,0.016805413989870566,32169.99,32710.62,NK225_VOL.YFINANCE,439500000,1.0008539709649873,0.9563143359276927,1.0726857979667126,1.183838383838384,0.8718655351421761,0.009313555825228621,0.02355603293345854,0,1,0.8409556313993174,0.0,0,-0.00317266991576437,0,train,-0.026077157816024266,0,high,normal,normal,warm_volume,warm_volume,up,high__warm_volume__up,0,1,0,1.2073944167718424,high_price_high_volume_breakout_or_distribution
2023-09-18,2023-09-22,-0.0252742039654551,33242.59,32402.41,NK225_VOL.YFINANCE,448400000,0.9812889812889813,0.9797633454349873,1.072500298979789,1.175550043358138,0.8321930988676601,0.012166050502966524,0.029458508769577053,0,1,0.0,0.7386262265834077,0,-0.01681325555722557,0,train,-0.03527669701111735,0,high,normal,normal,warm_volume,warm_volume,down,high__warm_volume__down,0,1,0,1.2050085521277152,high_price_high_volume_breakout_or_distribution
2024-03-18,2024-03-22,0.02888719903453496,39740.44,40888.43,NK225_VOL.YFINANCE,556700000,0.9479778629203917,1.0650468720107136,1.0996209042080392,1.204517084699499,1.0,0.0,0.0,0,1,0.7688162385485899,0.0,0,-0.012692832666844844,0,train,-0.09342691807927084,0,high,normal,warm_volume,warm_volume,warm_volume,up,high__warm_volume__up,0,1,0,1.204517084699499,high_price_high_volume_breakout_or_distribution
2024-07-08,2024-07-12,0.010053285009820945,40780.7,41190.68,NK225_VOL.YFINANCE,619000000,1.0992718877641627,1.09823670706409,1.0891249915409082,1.2005430566330488,1.0,0.0,0.0,0,1,0.6067851373182552,0.21066235864297253,1,-0.027357887755191213,0,train,-0.1496862882574408,0,high,warm_volume,warm_volume,warm_volume,warm_volume,up,high__warm_volume__up,0,1,0,1.2005430566330488,high_price_high_volume_breakout_or_distribution
2024-07-01,2024-07-05,0.03233095455937862,39631.06,40912.37,NK225_VOL.YFINANCE,611700000,1.1076505205975555,1.079905482298301,1.1046194236659514,1.1915445156601774,1.0,0.0,0.0,0,1,0.6190943272846167,0.18669282327938533,1,0.006802588068107518,1,train,-0.12227768765290314,0,high,warm_volume,warm_volume,warm_volume,warm_volume,up,high__warm_volume__up,0,1,0,1.1915445156601774,high_price_high_volume_breakout_or_distribution
2024-11-04,2024-11-08,0.02665296076143142,38474.9,39500.37,NK225_VOL.YFINANCE,639900000,1.1507957917453466,1.072025052192067,1.084265269414249,1.145002391529512,0.8097102046422198,0.01603482087260565,0.027592475410539562,0,1,0.5155493045788404,0.2969213939678075,1,-0.0217076447638338,0,train,-0.010359396633500051,0,high,warm_volume,warm_volume,warm_volume,warm_volume,up,high__warm_volume__up,0,1,0,1.1783882671558863,high_price_high_volume_breakout_or_distribution
2026-04-13,2026-04-17,0.03492094281395408,56502.77,58475.9,NK225_VOL.YFINANCE,730300000,1.0285915492957747,0.9843746759844887,1.0925714943322402,1.1548457138339057,0.9844788492864219,0.0014368161153118383,0.0024033836617676305,0,1,0.6230316308366425,0.19170204025742846,0,0.02121010535964385,1,test,,,high,normal,normal,warm_volume,warm_volume,up,high__warm_volume__up,0,1,0,1.1572490974956733,high_price_high_volume_breakout_or_distribution
2026-04-06,2026-04-10,0.06572155298043492,53413.68,56924.11,NK225_VOL.YFINANCE,727700000,0.9819850212536266,0.98385905795971,1.086418760622904,1.1398363159337432,0.9237607902570744,0.006588498016853269,0.010661010220150665,0,1,0.6465576473821629,0.21258760478219046,0,0.027260680931155523,1,test,,,high,normal,normal,warm_volume,warm_volume,up,high__warm_volume__up,0,1,0,1.150497326153894,high_price_high_volume_breakout_or_distribution
2025-11-10,2025-11-14,-0.010512895252491772,50911.76,50376.53,NK225_VOL.YFINANCE,691000000,1.043727815119704,1.117497045468682,1.128276624339023,1.1166115073260927,0.891913526997051,0.013864967893529244,0.012604126538434915,0,1,0.41403762662807525,0.39826338639652675,0,-0.03475130184631614,0,valid,0.009131633322104538,1,high,normal,warm_volume,warm_volume,warm_volume,down,high__warm_volume__down,0,1,0,1.1408807508774579,high_price_high_volume_breakout_or_distribution
2024-01-08,2024-01-12,0.053725093430180504,33763.18,35577.11,NK225_VOL.YFINANCE,477400000,1.116463985032741,1.039460020768432,1.031427099433282,1.128338454266131,1.0,0.0,0.0,0,1,0.7651864264767491,0.0,1,0.010854169998631091,1,train,0.03711122123185384,1,high,warm_volume,normal,normal,warm_volume,up,high__warm_volume__up,0,1,0,1.128338454266131,high_price_high_volume_breakout_or_distribution
2024-04-08,2024-04-12,0.004485979123207251,39347.04,39523.55,NK225_VOL.YFINANCE,525700000,0.8703282148917677,0.9173534859996242,1.0184644272897976,1.1016789315450524,0.8898842755442536,0.0020332237876765137,0.011196449208969683,0,1,0.40517405364276204,0.38881491344873503,0,-0.062119925968188716,0,train,-0.03275110661871217,0,high,normal,normal,normal,warm_volume,up,high__warm_volume__up,0,1,0,1.1128753807540221,high_price_high_volume_breakout_or_distribution
2026-02-16,2026-02-20,0.000339574354372818,56806.41,56825.7,NK225_VOL.YFINANCE,688000000,0.8875128998968008,1.1036252807186397,1.1013964485382854,1.1019765719090846,0.9950219190551278,0.000504759728346151,0.0005076476294440013,0,1,0.386046511627907,0.41424418604651164,0,0.03562771774038853,1,test,-0.06076775121115974,0,high,normal,warm_volume,warm_volume,warm_volume,up,high__warm_volume__up,0,1,0,1.1041329283480839,high_price_high_volume_breakout_or_distribution
